SKU,Title,Product Type,Description,Price,Quantity,Media Link,Media Type,Media Links
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774096961727-43e2214c46487f6b99fc-019d10694a4d7554a1adddb3ffb86c00original.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774096961884-e9e26b0a18d5c8451435-019d10694a4e7554a1ade5973da19ef0original.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774096961886-eb71afef32961fb4ae3c-019d10694a507554a1adea6604545412original.png?tr=f-jpg
DIARFHW26024,,Rings,"NW 1.290
SIZE 14",500,1,https://gembox.app/s/9mHbfxI2qY,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774096636639-f46b36f6965a8886a291-4e41481ed976bc8f45714b48837bce95mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774096700734-00fc92034bf4c35c4811-019d106627df7554a1adaa26f0d8fdd2original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774096636639-f46b36f6965a8886a291-4e41481ed976bc8f45714b48837bce95mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774096700734-00fc92034bf4c35c4811-019d106627df7554a1adaa26f0d8fdd2original.png?tr=f-jpg
DIARFHW26025,,Rings,"LB 500
NW 1.580
SIZE 12",500,1,https://gembox.app/s/ZqPulzB7hQ,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774095832550-3e2ff47faa4d29863eac-7adef1ad7ff3e6ac13592d70a8313519mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774095903991-f8e2939d5ba317291282-019d1059e7f1700ca560b3f49a0c56f5original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774095832550-3e2ff47faa4d29863eac-7adef1ad7ff3e6ac13592d70a8313519mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774095903991-f8e2939d5ba317291282-019d1059e7f1700ca560b3f49a0c56f5original.png?tr=f-jpg
DIARFHW26026,,Rings,"LB 500
NW 1.540
SIZE 15",500,1,https://gembox.app/s/CUibcbGhDV,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774096146998-29a29650a9200032db26-081ac24b6167bb842bd46933a2e523bdmp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774096164802-9dacd306497abf9f3e65-019d105eb95e7554a1ad0f48cf356417original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774096146998-29a29650a9200032db26-081ac24b6167bb842bd46933a2e523bdmp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774096164802-9dacd306497abf9f3e65-019d105eb95e7554a1ad0f48cf356417original.png?tr=f-jpg
DIARFHR26026,,Rings,"LB 500
NW 1.540
SIZE 12",500,1,https://gembox.app/s/RgKNa8zol5,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774095363492-404d26d7a78c5370b2a1-b225306615e64f3451b5b4433790fc80mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774095437481-4271108498597d2fd1ac-019d1052bb60700ca56060a07c8b47c6original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774095363492-404d26d7a78c5370b2a1-b225306615e64f3451b5b4433790fc80mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774095437481-4271108498597d2fd1ac-019d1052bb60700ca56060a07c8b47c6original.png?tr=f-jpg
DIARBNW26028,,,"LB 500
NW 1.860
SIZE 13",500,1,https://gembox.app/s/rqPSv8H64J,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774093501158-021ee632553c11b6bb89-e23d7582a928f45a980a8c058331cc46mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774093623395-2c1c99ff477895d7a23d-019d10362b347227be695a632b8b273boriginal.png?tr=f-jpg,https://media.gemlightbox.com/videos/gallery/207732/1774094233742-5c2ba530b226601f0b1b-74209c55597636e7deec72bd1d4395cfmp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774094241327-9a1739bb2fa1e4568ad3-019d1041279f7ff5acc45018c6bb6c3eoriginal.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774093501158-021ee632553c11b6bb89-e23d7582a928f45a980a8c058331cc46mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774093623395-2c1c99ff477895d7a23d-019d10362b347227be695a632b8b273boriginal.png?tr=f-jpg
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774094233742-5c2ba530b226601f0b1b-74209c55597636e7deec72bd1d4395cfmp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774094241327-9a1739bb2fa1e4568ad3-019d1041279f7ff5acc45018c6bb6c3eoriginal.png?tr=f-jpg
DIABFHY26002,,,"LB 750
NW 1.880
SIZE 2XL",750,1,https://gembox.app/s/KzYgTrBCCO,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774092973964-92f27ca608f24a54c8a6-afe206b01dd8af13b04c043724726c52mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774093144779-cb350975b61b10c5b76c-019d102e4aa17eeaa2c8651bb61cd094original.png?tr=f-jpg,https://media.gemlightbox.com/images/gallery/207732/1774093144784-92307621b087672521fb-019d102e4aae7eeaa2c86dabe4b28338original.png?tr=f-jpg,https://media.gemlightbox.com/images/gallery/207732/1774093144950-27b45c4d3e166a4d04dc-019d102e4ab27eeaa2c873fa5904e854original.png?tr=f-jpg,https://media.gemlightbox.com/images/gallery/207732/1774093144952-1c6b35e257b7c3f6b62e-019d102e4ab67eeaa2c87ccc5b666445original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774092973964-92f27ca608f24a54c8a6-afe206b01dd8af13b04c043724726c52mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774093144779-cb350975b61b10c5b76c-019d102e4aa17eeaa2c8651bb61cd094original.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774093144784-92307621b087672521fb-019d102e4aae7eeaa2c86dabe4b28338original.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774093144950-27b45c4d3e166a4d04dc-019d102e4ab27eeaa2c873fa5904e854original.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774093144952-1c6b35e257b7c3f6b62e-019d102e4ab67eeaa2c87ccc5b666445original.png?tr=f-jpg
DIABFHW26002,,,"LB 750
NW 1.890
SIZE 2XL",750,1,https://gembox.app/s/WT67QR1DLr,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774092602361-92e66b581307e6b304e2-59d36969dc370743331b2cec6d893411mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774092631500-e56e7020bb39703ce775-019d102816d77eeaa2c83fa8d6a8beb4original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774092602361-92e66b581307e6b304e2-59d36969dc370743331b2cec6d893411mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774092631500-e56e7020bb39703ce775-019d102816d77eeaa2c83fa8d6a8beb4original.png?tr=f-jpg
DIABFHW26001,,,"LB 750
NW 1.550
SIZE 2 XL",750,2,https://gembox.app/s/B7TkqcSq2z,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774092105860-241193e54b028b388c18-4a10aa1f5f6cd0504d070ba85d88dc4dmp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774092209998-e0d1c3ca4a00d724c419-019d10211d057eeaa2c7e8f7422d772foriginal.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774092105860-241193e54b028b388c18-4a10aa1f5f6cd0504d070ba85d88dc4dmp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774092209998-e0d1c3ca4a00d724c419-019d10211d057eeaa2c7e8f7422d772foriginal.png?tr=f-jpg
DIABFHW26018,,,"LB 510
NW 2.440
SIZE XL",510,1,https://gembox.app/s/X2wmIT6BuF,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774087273359-3df9f8881f0d9c7bae56-5ffd8b7027bf4c2698459fe5ee9a25bbmp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774087359783-776bf99146cc404fe4e2-019d0fd7721e7332a9c1665fbdf1fa58original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774087273359-3df9f8881f0d9c7bae56-5ffd8b7027bf4c2698459fe5ee9a25bbmp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774087359783-776bf99146cc404fe4e2-019d0fd7721e7332a9c1665fbdf1fa58original.png?tr=f-jpg
DIABBLW26024,,Bracelets,"LB 510
NW 4.580
Size Adjustable",510,1,https://gembox.app/s/TU8WiL0Mz3,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774089351820-c68b6c9ca93c9dc57cdd-65aa9b064af534569c601685c26fb005mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774089400178-16da97616907487f02f7-019d0ff727ed7ee797b28cc72b2ba51coriginal.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774089351820-c68b6c9ca93c9dc57cdd-65aa9b064af534569c601685c26fb005mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774089400178-16da97616907487f02f7-019d0ff727ed7ee797b28cc72b2ba51coriginal.png?tr=f-jpg
DIABFHW26020,,,"LB 510
NW 17.570
SIZE 4XL",510,2,https://gembox.app/s/o2id5AJtgw,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774089089421-abe1555adabc123ce4c5-b1d93712d000ff5de05cf04ec8d2db40mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774089105080-cc60fab24c134a7ffda6-019d0ff321b8722893328304238f746coriginal.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774089089421-abe1555adabc123ce4c5-b1d93712d000ff5de05cf04ec8d2db40mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774089105080-cc60fab24c134a7ffda6-019d0ff321b8722893328304238f746coriginal.png?tr=f-jpg
DIABFHR26014,,,"LB 510
NW 4.770
SIZE 3XL",510,1,https://gembox.app/s/XCLEa1Oob3,image,"https://media.gemlightbox.com/images/gallery/207732/1774089891094-d260b63a58c0ee4793c0-019d0ffeb5b17ee797b2db7cf26e5311original.png?tr=f-jpg,https://media.gemlightbox.com/videos/gallery/207732/1774090581179-ecc5777e0e121bed80ba-ab98e3ff1541e232e97497990d35845fmp4.mp4?tr=f-mp4"
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774089891094-d260b63a58c0ee4793c0-019d0ffeb5b17ee797b2db7cf26e5311original.png?tr=f-jpg
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774090581179-ecc5777e0e121bed80ba-ab98e3ff1541e232e97497990d35845fmp4.mp4?tr=f-mp4
DIABFHR26015,,Bracelets,"LB 510
NW 3.910
SIZE .M",510,1,https://gembox.app/s/SKjkTf7vqk,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774085985397-cf01c8be43781e0e4caa-15643489ad162594577efc763ce7de1amp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774086104627-f58341c1b3ef6441e94d-019d0fc3c6a87bbdbeab8805a7e73217original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774085985397-cf01c8be43781e0e4caa-15643489ad162594577efc763ce7de1amp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774086104627-f58341c1b3ef6441e94d-019d0fc3c6a87bbdbeab8805a7e73217original.png?tr=f-jpg
DIABFHW26015,,Bracelets,"LB 510
NW 3.860
SIZE MEDIUM",510,1,https://gembox.app/s/hEfmWdz1XQ,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774085742099-035b11575de58d8e7ca4-0a723ea6664f345224059c8dbea57984mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774085923923-4333cb6d85690737469b-019d0fc011597bbdbeab61a7860c3dfforiginal.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774085742099-035b11575de58d8e7ca4-0a723ea6664f345224059c8dbea57984mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774085923923-4333cb6d85690737469b-019d0fc011597bbdbeab61a7860c3dfforiginal.png?tr=f-jpg
DIABFHW26016,,Bracelets,"LB 510
NW 3.470
SIZE 2XL ",510,1,https://gembox.app/s/cOZw1cRpFq,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774085292376-706eac31382bc976d73c-aeca8d8767ef4b9c718370cfa8d6dcd0mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774085380551-d439864d81759ee46b8a-019d0fb9358f7998be0ec9aac3b712eboriginal.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774085292376-706eac31382bc976d73c-aeca8d8767ef4b9c718370cfa8d6dcd0mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774085380551-d439864d81759ee46b8a-019d0fb9358f7998be0ec9aac3b712eboriginal.png?tr=f-jpg
DIABFHW26022,,,"LB 510
NW 3.000
SIZE 3XL",510,1,https://gembox.app/s/h3qibxcX0A,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774082402837-84dceb440ac514ede720-972d9f4ab6213316cffe27a959372f37mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774082512847-c3eca1ed803c8f9c0e3c-019d0f8d17c17ddaa0afed9c99258147original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774082402837-84dceb440ac514ede720-972d9f4ab6213316cffe27a959372f37mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774082512847-c3eca1ed803c8f9c0e3c-019d0f8d17c17ddaa0afed9c99258147original.png?tr=f-jpg
DIABFHW26019,,,"LB 510
NW 4.700
SIZE 2XL",510,1,https://gembox.app/s/WsmibHJhnj,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774080915599-7aec785e1cd3b3da8e7b-3c78daf05c0fab6615272d394243e4aamp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774081030402-464d4891436c209016ac-019d0f76418b7663bfc66e3d9e1216e2original.png?tr=f-jpg,https://media.gemlightbox.com/images/gallery/207732/1774081030407-616f35888b5695161040-019d0f7641b67663bfc672e9581e885aoriginal.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774080915599-7aec785e1cd3b3da8e7b-3c78daf05c0fab6615272d394243e4aamp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774081030402-464d4891436c209016ac-019d0f76418b7663bfc66e3d9e1216e2original.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774081030407-616f35888b5695161040-019d0f7641b67663bfc672e9581e885aoriginal.png?tr=f-jpg
DIABBLR26024,,Bracelets,"LB 510
NW 4.560
SIZE ADUSTABLE",510,1,https://gembox.app/s/8IR12TmGvr,image,"https://media.gemlightbox.com/images/gallery/207732/1774079636697-5d575a794bfdc3a866f8-019d0f60a7b87aa2a694b3e9ec713be6original.png?tr=f-jpg,https://media.gemlightbox.com/videos/gallery/207732/1774080143683-2a1ce5bc2f43bbb11994-7325dfe03813090a997adae2beb5a74cmp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774080176608-c8dbe56a8bcfc056997e-019d0f6aa2347aa2a6952998f6664d6foriginal.png?tr=f-jpg"
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774079636697-5d575a794bfdc3a866f8-019d0f60a7b87aa2a694b3e9ec713be6original.png?tr=f-jpg
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774080143683-2a1ce5bc2f43bbb11994-7325dfe03813090a997adae2beb5a74cmp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774080176608-c8dbe56a8bcfc056997e-019d0f6aa2347aa2a6952998f6664d6foriginal.png?tr=f-jpg
DIABTNR26023,,,"LB 510
NW.5.730
SIZE 3XL",510,1,https://gembox.app/s/2ApgKqDxs8,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774078592226-6a931081dc4df3205f25-9d9ad09ea949f8a61968720c25974d7cmp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774078776756-6f3afaa9748979a8c6b3-019d0f52c99c7aa2a6941161e981ce10original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774078592226-6a931081dc4df3205f25-9d9ad09ea949f8a61968720c25974d7cmp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774078776756-6f3afaa9748979a8c6b3-019d0f52c99c7aa2a6941161e981ce10original.png?tr=f-jpg
DIABFHR26017,,Bracelets,"LB 510
NW 3.850
SIZE Medium
",510,1,https://gembox.app/s/b0XIB4wvVv,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774082694468-9b13985e6c81eb725ad8-c57326e9a754ee25329c23b42c96a9bcmp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774082789265-785d7e1af630d9d16f05-019d0f9187a67ddaa0b03a96da75dfb2original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774082694468-9b13985e6c81eb725ad8-c57326e9a754ee25329c23b42c96a9bcmp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774082789265-785d7e1af630d9d16f05-019d0f9187a67ddaa0b03a96da75dfb2original.png?tr=f-jpg
DIABFHW26017,,Bracelets,"LB 510
NW 2.550
SIZE 2XL",510,1,https://gembox.app/s/ZQRbJxgJ3B,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774082916347-56b2b46e9ece7958e46a-b173a438aaa9e920f13fcfeb5d2b1afamp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774083003753-c133eedffc04aa375c0f-019d0f94eaa37ddaa0b06405d4eceeb7original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774082916347-56b2b46e9ece7958e46a-b173a438aaa9e920f13fcfeb5d2b1afamp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774083003753-c133eedffc04aa375c0f-019d0f94eaa37ddaa0b06405d4eceeb7original.png?tr=f-jpg
DIABFHW26021,,Bracelets,"LB 510
NW 2.820
SIZE 2XL",510,1,https://gembox.app/s/bwCx4vneKq,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774075308303-ea8595b178705c946ab1-154e09034325c084ba0001658eee2d43mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774075401781-1508f662ffaceb4b982c-019d0f20dcb979908187d236d1e008c7original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774075308303-ea8595b178705c946ab1-154e09034325c084ba0001658eee2d43mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774075401781-1508f662ffaceb4b982c-019d0f20dcb979908187d236d1e008c7original.png?tr=f-jpg
DIABTNW26023,,Bracelets,"LB 510
NW 5.770
SIZE 3XL",510,1,https://gembox.app/s/aNP4YutyJK,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774071972196-a4dc35799668674bb300-652ce8781b2f0f51c83d1aa9bcc24220mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774072197992-8d0e570e7afd4cea3ed5-019d0eedeab87220a534b19347fe2e06original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774071972196-a4dc35799668674bb300-652ce8781b2f0f51c83d1aa9bcc24220mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774072197992-8d0e570e7afd4cea3ed5-019d0eedeab87220a534b19347fe2e06original.png?tr=f-jpg
DIANFHW26030,,Stud Earrings,"SIZE 18INC
NW 1.920",750,1,https://gembox.app/s/fqKT97bRsF,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774019942212-1267149c9251e838cc3f-787df56de2f45eda040e73d28e0d198dmp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774020395551-3468a9fccec830230c70-019d0bd3c8e074448192dcfda085d9f9original.png?tr=f-jpg,https://media.gemlightbox.com/images/gallery/207732/1774020395556-5b2f7ddae6fcdf04da14-019d0bd3c8fa74448192f0b21ab22d9aoriginal.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774019942212-1267149c9251e838cc3f-787df56de2f45eda040e73d28e0d198dmp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774020395551-3468a9fccec830230c70-019d0bd3c8e074448192dcfda085d9f9original.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774020395556-5b2f7ddae6fcdf04da14-019d0bd3c8fa74448192f0b21ab22d9aoriginal.png?tr=f-jpg
DIANFHW26031,,Stud Earrings,"NW 2.170
SIZE 18 IN ",750,1,https://gembox.app/s/UihUPp9sPa,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774019803793-a2f7dad3958c372640da-99d1dd6cdc310fd2d4f018742afc19acmp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774019848122-2a384785e59541f6a732-019d0bd1c68c74448192b72fbc788332original.png?tr=f-jpg,https://media.gemlightbox.com/images/gallery/207732/1774019848124-fd57133b9ac0f28c02c8-019d0bd1c6a574448192cebb46eb50c0original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774019803793-a2f7dad3958c372640da-99d1dd6cdc310fd2d4f018742afc19acmp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774019848122-2a384785e59541f6a732-019d0bd1c68c74448192b72fbc788332original.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774019848124-fd57133b9ac0f28c02c8-019d0bd1c6a574448192cebb46eb50c0original.png?tr=f-jpg
DIANFHW26029,,Stud Earrings,"NW 2.110
SIZE 17 IN",750,1,https://gembox.app/s/k64Z8TSW38,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774019630544-61722f7de4016877521a-06efeaa81c979d90b5d9f6efa4dc7fc3mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774019649511-de594a2fd112142b2c34-019d0bcea0c97444819260130f3a7bc5original.png?tr=f-jpg,https://media.gemlightbox.com/images/gallery/207732/1774019649514-470fa9bf879dab924d08-019d0bcea0eb744481927ba28855868eoriginal.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774019630544-61722f7de4016877521a-06efeaa81c979d90b5d9f6efa4dc7fc3mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774019649511-de594a2fd112142b2c34-019d0bcea0c97444819260130f3a7bc5original.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774019649514-470fa9bf879dab924d08-019d0bcea0eb744481927ba28855868eoriginal.png?tr=f-jpg
DIANFHR26028,,Stud Earrings,"NW 1.750
SIZE 18 IN ",750,1,https://gembox.app/s/0c9jkBNf20,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774019338180-4d4d18950d2a8be07a0a-1c8f5f2ec331cb6122b7f52a8a359489mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774019405652-6add3581ffdb0e2a3608-019d0bcaca0f74448191eda79b53efcboriginal.png?tr=f-jpg,https://media.gemlightbox.com/images/gallery/207732/1774019405654-e34640b329f61d4169aa-019d0bcaca1b7444819204a2c8ceff1doriginal.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774019338180-4d4d18950d2a8be07a0a-1c8f5f2ec331cb6122b7f52a8a359489mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774019405652-6add3581ffdb0e2a3608-019d0bcaca0f74448191eda79b53efcboriginal.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774019405654-e34640b329f61d4169aa-019d0bcaca1b7444819204a2c8ceff1doriginal.png?tr=f-jpg
DIANFHR26027,,Stud Earrings,"NW 1.940
SIZE 18 IN ",750,1,https://gembox.app/s/4bDs4An6gu,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774019206909-28c54232c6e23c123499-34e9d2ccd5e24503c966b46bf55ec7a6mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774019263701-c391a355bd90ddd6fc7f-019d0bc8cb2c744481919b5b4d3f2b0eoriginal.png?tr=f-jpg,https://media.gemlightbox.com/images/gallery/207732/1774019263704-7409ea71d9d9418bce9b-019d0bc8cb3874448191b1764d251a01original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774019206909-28c54232c6e23c123499-34e9d2ccd5e24503c966b46bf55ec7a6mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774019263701-c391a355bd90ddd6fc7f-019d0bc8cb2c744481919b5b4d3f2b0eoriginal.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774019263704-7409ea71d9d9418bce9b-019d0bc8cb3874448191b1764d251a01original.png?tr=f-jpg
DIANFHW26026,,Stud Earrings,"NW 2.380
SIZE 17 IN",750,1,https://gembox.app/s/cQ2AfmNyT7,video360,"https://media.gemlightbox.com/videos/gallery/207732/1774019052744-630641646b0c3a18edf9-addd9a60e083ec6e35a0942cc2a9d7f9mp4.mp4?tr=f-mp4,https://media.gemlightbox.com/images/gallery/207732/1774019061054-05cfe975a0ee87f2217c-019d0bc58edc74448191741316b43ceeoriginal.png?tr=f-jpg,https://media.gemlightbox.com/images/gallery/207732/1774019061056-833fed4a3e54a262a788-019d0bc58ef4744481918a679ba6b8f9original.png?tr=f-jpg"
,,,,,,,video360,https://media.gemlightbox.com/videos/gallery/207732/1774019052744-630641646b0c3a18edf9-addd9a60e083ec6e35a0942cc2a9d7f9mp4.mp4?tr=f-mp4
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774019061054-05cfe975a0ee87f2217c-019d0bc58edc74448191741316b43ceeoriginal.png?tr=f-jpg
,,,,,,,image,https://media.gemlightbox.com/images/gallery/207732/1774019061056-833fed4a3e54a262a788-019d0bc58ef4744481918a679ba6b8f9original.png?tr=f-jpg
